Gene	ORF_length	inframe_cov	inframe_count	shift_plus_cov	shift_plus_count	shift_minus_cov	shift_minus_count	RNA_seq_cov	RNA_seq_count
FARSB_NM_005687	1970	0.06	1	0	0	0	0	NA	NA
FASN_NM_004104	7736	0.23	17	0.01	1	0.01	1	NA	NA
FASTKD1_NM_024622	2744	0.04	1	0	0	0	0	NA	NA
FASTKD3_NM_024091	2189	0.05	1	0	0	0.05	1	NA	NA
FAS_NM_000043	1208	0.1	1	0	0	0	0	NA	NA
FAT4_NM_001291303	15152	0.01	1	0	0	0	0	NA	NA
FAU_NM_001997	602	0.25	1	0	0	0	0	NA	NA
FAXDC2_NM_032385	1202	0.1	1	0	0	0	0	NA	NA
FBLN1_NM_006486	2312	0.14	3	0	0	0	0	NA	NA
FBLN5_NM_006329	1547	0.07	1	0	0	0	0	NA	NA
FBN1_NM_000138	8816	0.03	3	0	0	0	0	NA	NA
FBP1_NM_000507	1217	0.49	5	0	0	0	0	NA	NA
FBRSL1_NM_001142641	3338	0.03	1	0	0	0	0	NA	NA
FBXL5_NM_012161	2276	0.05	1	0	0	0	0	NA	NA
FBXO4_NM_012176	1364	0.09	1	0	0	0	0	NA	NA
FBXO6_NM_018438	1082	0.23	2	0	0	0	0	NA	NA
FBXO7_NM_012179	1769	0.06	1	0	0	0	0	NA	NA
FBXO8_NM_012180	1160	0.1	1	0	0	0	0	NA	NA
FBXW11_NM_012300	1829	0.12	2	0	0	0	0	NA	NA
FBXW2_NM_012164	1565	0.07	1	0	0	0.07	1	NA	NA
FCER1G_NM_004106	461	0.38	1	0	0	0	0	NA	NA
FCF1_NM_015962	797	0.17	1	0	0	0	0	NA	NA
FCGBP_NM_003890	12815	0.05	7	0	0	0	0	NA	NA
FCGR2B_NM_004001	1133	0.32	4	0	0	0.11	1	NA	NA
FCGR3A_NM_000569	1073	0.11	1	0	0	0.11	1	NA	NA
FCGR3B_NM_001244753	1010	0.12	1	0	0	0	0	NA	NA
FCGRT_NM_001136019	1298	0.27	3	0	0	0.09	1	NA	NA
FCN2_NM_004108	1142	0.96	10	0.64	6	0.11	1	NA	NA
FCN3_NM_003665	1100	1.22	15	0	0	0.44	4	NA	NA
FDFT1_NM_001287750	1631	0.07	1	0.07	1	0	0	NA	NA
FDPS_NM_002004	1460	0.16	2	0	0	0	0	NA	NA
FDX1_NM_004109	755	0.54	3	0	0	0.18	1	NA	NA
FERMT2_NM_001134999	2264	0.1	2	0	0	0	0	NA	NA
FETUB_NM_014375	1349	0.26	3	0.09	1	0.09	1	NA	NA
FEZ1_NM_005103	1379	0.17	2	0	0	0	0	NA	NA
FGA_NM_000508	2801	13.65	1712	5.19	227	5.84	272	NA	NA
FGB_NM_005141	1676	19.65	1347	7.18	197	8.81	241	NA	NA
FGD4_NM_001304480	2837	0.08	2	0	0	0	0	NA	NA
FGFR1OP_NM_007045	1400	0.08	1	0	0	0	0	NA	NA
FGGY_NM_001113411	1928	0.23	4	0.06	1	0.06	1	NA	NA
FGG_NM_021870	1562	17.03	1494	6.9	172	7.86	229	NA	NA
FGL1_NM_201553	1139	13.53	395	3.94	77	3.41	41	NA	NA
FHL3_NM_004468	1043	0.12	1	0	0	0	0	NA	NA
FH_NM_000143	1733	0.26	4	0	0	0.13	2	NA	NA
FICD_NM_007076	1577	0.07	1	0	0	0	0	NA	NA
FILIP1_NM_001289987	3851	0.03	1	0	0	0	0	NA	NA
FIP1L1_NM_030917	1985	0.06	1	0	0	0	0	NA	NA
FITM2_NM_001080472	989	0.13	1	0	0	0	0	NA	NA
FKBP11_NM_016594	806	0.33	2	0	0	0	0	NA	NA
FKBP15_NM_015258	3860	0.05	2	0	0	0	0	NA	NA
FKBP1A_NM_000801	527	0.31	1	0.31	1	0	0	NA	NA
FKBP3_NM_002013	875	0.3	2	0	0	0	0	NA	NA
FKBP4_NM_002014	1580	0.14	2	0	0	0	0	NA	NA
FKBP5_NM_001145775	1574	0.07	1	0	0	0.07	1	NA	NA
FKBP9_NM_001284341	2072	0.05	1	0	0	0	0	NA	NA
FLAD1_NM_025207	1964	0.17	3	0	0	0	0	NA	NA
FLII_NM_002018	4010	0.03	1	0	0	0	0	NA	NA
FLNA_NM_001110556	8144	0.03	2	0	0	0	0	NA	NA
FLNB_NM_001164317	8102	0.04	3	0.01	1	0	0	NA	NA
FLOT1_NM_005803	1484	0.16	2	0	0	0	0	NA	NA
FLOT2_NM_004475	1487	0.08	1	0	0	0	0	NA	NA
FLT1_NM_002019	4217	0.05	2	0	0	0	0	NA	NA
FMO3_NM_001002294	1799	0.31	5	0.06	1	0	0	NA	NA
FMO4_NM_002022	1877	0.06	1	0	0	0	0	NA	NA
FMO5_NM_001461	1802	0.31	5	0	0	0	0	NA	NA
FN1_NM_212482	7634	2.11	216	0.31	27	0.31	25	NA	NA
FN3K_NM_022158	1130	0.11	1	0	0	0	0	NA	NA
FNDC3A_NM_001278438	3797	0.11	4	0.03	1	0	0	NA	NA
FNDC3B_NM_022763	3815	0.06	2	0	0	0	0	NA	NA
FNIP1_NM_133372	3701	0.03	1	0	0	0	0	NA	NA
FNTB_NM_002028	1514	0.08	1	0	0	0	0	NA	NA
FOLH1B_NM_153696	1529	0.08	1	0	0	0	0	NA	NA
FOLH1_NM_004476	2453	0.09	2	0	0	0.04	1	NA	NA
FOS_NM_005252	1343	0.09	1	0	0	0	0	NA	NA
FOXJ2_NM_018416	1925	0.06	1	0	0	0	0	NA	NA
FOXJ3_NM_001198851	2069	0.05	1	0	0	0	0	NA	NA
FOXP1_NM_001244810	2282	0.1	2	0	0	0	0	NA	NA
FOXRED1_NM_017547	1661	0.07	1	0	0	0	0	NA	NA
FRG1_NM_004477	977	0.26	2	0	0	0	0	NA	NA
FRMD8_NM_031904	1595	0.07	1	0	0	0	0	NA	NA
FRRS1_NM_001013660	2081	0.11	2	0	0	0.05	1	NA	NA
FSCN1_NM_003088	1682	0.07	1	0	0	0	0	NA	NA
FSTL1_NM_007085	1127	0.11	1	0	0	0	0	NA	NA
FTH1_NM_002032	752	1.09	8	0	0	0	0	NA	NA
FTL_NM_000146	728	2.46	19	0.19	1	0.57	3	NA	NA
FTSJ2_NM_013393	941	0.13	1	0	0	0	0	NA	NA
FTSJ3_NM_017647	2744	0.04	1	0	0	0	0	NA	NA
FUBP3_NM_003934	1919	0.06	1	0	0	0	0	NA	NA
FUCA1_NM_000147	1601	0.57	8	0	0	0.07	1	NA	NA
FURIN_NM_001289824	2585	0.13	3	0	0	0	0	NA	NA
FUS_NM_004960	1781	0.06	1	0.06	1	0	0	NA	NA
FUT5_NM_002034	1325	0.09	1	0	0	0	0	NA	NA
FXR1_NM_005087	2066	0.05	1	0.05	1	0	0	NA	NA
FXYD1_NM_001278717	479	0.36	1	0	0	0	0	NA	NA
FXYD5_NM_144779	737	0.19	1	0	0	0	0	NA	NA
FYN_NM_002037	1814	0.06	1	0	0	0	0	NA	NA
FZD1_NM_003505	2144	0.05	1	0	0	0	0	NA	NA
FZD6_NM_003506	2321	0.05	1	0	0	0	0	NA	NA
G0S2_NM_015714	512	0.64	2	0	0	0.32	1	NA	NA
G3BP1_NM_005754	1601	0.29	4	0	0	0.07	1	NA	NA
G3BP2_NM_203505	1649	0.07	1	0	0	0.07	1	NA	NA
G6PC_NM_000151	1274	0.47	5	0	0	0	0	NA	NA
GAA_NM_000152	3059	0.21	6	0	0	0	0	NA	NA
GAB3_NM_001081573	1964	0.06	1	0	0	0	0	NA	NA
GABARAPL2_NM_007285	554	0.56	2	0	0	0	0	NA	NA
GABARAP_NM_007278	554	0.56	2	0.56	2	0.28	1	NA	NA
GAK_NM_005255	4136	0.03	1	0	0	0	0	NA	NA
GALC_NM_000153	2258	0.05	1	0	0	0	0	NA	NA
GALE_NM_000403	1247	0.1	1	0	0	0	0	NA	NA
GALNT18_NM_198516	2024	0.05	1	0	0	0	0	NA	NA
GALNT2_NM_004481	1916	0.58	10	0.17	3	0.06	1	NA	NA
GALT_NM_000155	1340	0.26	3	0	0	0	0	NA	NA
GAMT_NM_138924	1010	0.62	5	0.12	1	0	0	NA	NA
GANAB_NM_198335	3101	0.41	12	0.07	2	0.03	1	NA	NA
GAPDH_NM_001289745	1208	2.68	31	0.3	3	0	0	NA	NA
GART_NM_001136005	3233	0.07	2	0	0	0	0	NA	NA
GATA4_NM_001308093	1532	0.08	1	0	0	0	0	NA	NA
GATA6_NM_005257	1988	0.06	1	0	0	0	0	NA	NA
GATM_NM_001482	1472	0.86	13	0.16	2	0.08	1	NA	NA
GBAS_NM_001483	1061	0.12	1	0	0	0	0	NA	NA
GBF1_NM_004193	5780	0.02	1	0	0	0	0	NA	NA
GBP1_NM_002053	1979	0.06	1	0	0	0	0	NA	NA
GBP3_NM_018284	1988	0.06	1	0	0	0	0	NA	NA
GCDH_NM_000159	1517	0.38	6	0.08	1	0.08	1	NA	NA
GCH1_NM_000161	953	0.27	2	0	0	0	0	NA	NA
GCHFR_NM_005258	455	0.39	1	0	0	0	0	NA	NA
GCLC_NM_001498	2114	0.05	1	0.05	1	0	0	NA	NA
GCN1_NM_006836	8216	0.02	2	0	0	0	0	NA	NA
GCOM1_NM_001285900	2498	0.04	1	0	0	0	0	NA	NA
GCSH_NM_004483	722	0.19	1	0.19	1	0	0	NA	NA
GC_NM_001204307	1682	9.65	324	2.23	55	2.63	51	NA	NA
GDA_NM_001242505	1616	0.07	1	0	0	0	0	NA	NA
GDF2_NM_016204	1490	0.08	1	0	0	0	0	NA	NA
GDI1_NM_001493	1544	0.07	1	0.07	1	0	0	NA	NA
GDI2_NM_001494	1538	0.07	1	0	0	0	0	NA	NA
GFM1_NM_001308164	2513	0.04	1	0.04	1	0	0	NA	NA
GFPT1_NM_001244710	2300	0.1	2	0	0	0	0	NA	NA
GFRA1_NM_005264	1598	0.21	3	0.07	1	0	0	NA	NA
GGA3_NM_138619	2372	0.05	1	0	0	0	0	NA	NA
GGCT_NM_024051	767	0.18	1	0	0	0	0	NA	NA
GGCX_NM_000821	2477	0.44	10	0	0	0.04	1	NA	NA
GGH_NM_003878	1157	0.31	3	0	0	0.1	1	NA	NA
GGT1_NM_001288833	1910	0.12	2	0	0	0	0	NA	NA
GGT5_NM_001099781	1964	0.06	1	0	0	0	0	NA	NA
GHITM_NM_014394	1238	0.39	4	0	0	0.19	2	NA	NA
GHR_NM_001242399	2138	0.15	3	0	0	0	0	NA	NA
GID8_NM_017896	887	0.15	1	0	0	0	0	NA	NA
GIMAP1_NM_130759	1121	0.11	1	0	0	0	0	NA	NA
GINM1_NM_138785	1193	0.1	1	0	0	0	0	NA	NA
GIPC1_NM_005716	1202	0.1	1	0	0	0	0	NA	NA
GIPC2_NM_017655	1148	0.11	1	0	0	0	0	NA	NA
GIT1_NM_001085454	2513	0.04	1	0	0	0	0	NA	NA
GJB1_NM_000166	1052	0.59	5	0	0	0.23	2	NA	NA
GJB2_NM_004004	881	0.15	1	0	0	0	0	NA	NA
GLA_NM_000169	1490	0.08	1	0	0	0	0	NA	NA
GLB1_NM_000404	2234	0.2	4	0	0	0	0	NA	NA
GLDC_NM_000170	3263	0.1	3	0.03	1	0	0	NA	NA
GLG1_NM_012201	3812	0.22	8	0.03	1	0.03	1	NA	NA
GLO1_NM_006708	755	0.36	2	0	0	0	0	NA	NA
GLS2_NM_013267	2009	0.06	1	0	0	0	0	NA	NA
GLTPD2_NM_001014985	1076	0.11	1	0	0	0.11	1	NA	NA
GLTSCR2_NM_015710	1637	0.07	1	0	0	0	0	NA	NA
GLUD1_NM_005271	1877	0.48	8	0	0	0	0	NA	NA
GLUD2_NM_012084	1877	0.72	12	0	0	0	0	NA	NA
GLUL_NM_002065	1322	0.8	10	0	0	0.18	2	NA	NA
GLYAT_NM_201648	1091	0.45	4	0	0	0.22	2	NA	NA
GM2A_NM_000405	782	0.17	1	0	0	0.17	1	NA	NA
GMFB_NM_004124	629	0.23	1	0	0	0	0	NA	NA
GMFG_NM_004877	629	0.23	1	0	0	0	0	NA	NA
GMPS_NM_003875	2282	0.05	1	0	0	0	0	NA	NA
GNA11_NM_002067	1280	0.19	2	0	0	0	0	NA	NA
GNA12_NM_007353	1346	0.09	1	0	0	0	0	NA	NA
GNAI2_NM_002070	1268	0.09	1	0.09	1	0	0	NA	NA
GNAI3_NM_006496	1265	0.38	4	0	0	0	0	NA	NA
GNAQ_NM_002072	1280	0.09	1	0	0	0	0	NA	NA
GNAS_NM_080425	3314	0.26	8	0	0	0	0	NA	NA
GNB1_NM_002074	1223	0.39	4	0	0	0	0	NA	NA
GNB2L1_NM_006098	1154	0.31	3	0	0	0	0	NA	NA
GNB2_NM_005273	1223	0.39	4	0	0	0.1	1	NA	NA
GNE_NM_001128227	2462	0.04	1	0	0	0	0	NA	NA
GNG5_NM_005274	407	0.97	2	0	0	0	0	NA	NA
GNL2_NM_013285	2396	0.05	1	0	0	0.05	1	NA	NA
GNL3_NM_014366	1850	0.12	2	0	0	0	0	NA	NA
GNMT_NM_018960	1088	0.11	1	0	0	0	0	NA	NA
GNPNAT1_NM_198066	755	0.18	1	0	0	0	0	NA	NA
GNPTAB_NM_024312	3971	0.05	2	0	0	0	0	NA	NA
GNPTG_NM_032520	1118	0.33	3	0.11	1	0	0	NA	NA
GNS_NM_002076	1859	0.18	3	0	0	0.06	1	NA	NA
GOLGA4_NM_001172713	6932	0.03	2	0	0	0.01	1	NA	NA
GOLGA5_NM_005113	2396	0.05	1	0	0	0	0	NA	NA
GOLGB1_NM_001256486	10010	0.01	1	0.01	1	0.01	1	NA	NA
GOLIM4_NM_014498	2291	0.05	1	0	0	0.05	1	NA	NA
GOLM1_NM_016548	1406	0.08	1	0	0	0	0	NA	NA
GOLPH3L_NM_018178	1058	0.12	1	0	0	0	0	NA	NA
GOLPH3_NM_022130	1097	0.22	2	0	0	0	0	NA	NA
GOPC_NM_020399	1589	0.07	1	0	0	0	0	NA	NA
GORASP2_NM_015530	1559	0.07	1	0	0	0	0	NA	NA
GOT1_NM_002079	1442	0.32	4	0	0	0.16	2	NA	NA
GOT2_NM_002080	1493	0.85	11	0.08	1	0.15	2	NA	NA
GPAA1_NM_003801	2066	0.16	3	0	0	0	0	NA	NA
GPAM_NM_001244949	2687	0.12	3	0	0	0.04	1	NA	NA
GPAT4_NM_178819	1571	0.07	1	0.07	1	0	0	NA	NA
GPATCH8_NM_001002909	4709	0.02	1	0	0	0	0	NA	NA
GPBP1_NM_001127236	1643	0.07	1	0	0	0	0	NA	NA
GPC1_NM_002081	1877	0.18	3	0	0	0	0	NA	NA
GPC6_NM_005708	1868	0.12	2	0	0	0.06	1	NA	NA
GPD1_NM_005276	1250	0.48	5	0.1	1	0.1	1	NA	NA
GPHN_NM_020806	2510	0.13	3	0	0	0	0	NA	NA
GPLD1_NM_001503	2723	0.08	2	0	0	0	0	NA	NA
GPNMB_NM_001005340	1919	0.12	2	0	0	0	0	NA	NA
GPR108_NM_001080452	1832	0.06	1	0.06	1	0	0	NA	NA
GPR146_NM_001303474	1202	0.1	1	0	0	0	0	NA	NA
GPR155_NM_001033045	2813	0.04	1	0	0	0	0	NA	NA
GPR182_NM_007264	1415	0.25	3	0	0	0	0	NA	NA
GPRC5C_NM_022036	1661	0.07	1	0	0	0	0	NA	NA
GPS1_NM_212492	1784	0.06	1	0	0	0	0	NA	NA
GPS2_NM_004489	1184	0.2	2	0	0	0	0	NA	NA
GPT_NM_005309	1691	0.07	1	0	0	0	0	NA	NA
GRAMD1B_NM_001286563	2438	0.04	1	0	0	0	0	NA	NA
GRHPR_NM_012203	1187	0.1	1	0.1	1	0	0	NA	NA
GRINA_NM_000837	1316	0.45	6	0	0	0	0	NA	NA
GRN_NM_002087	1982	0.51	9	0.11	2	0	0	NA	NA
GRPEL1_NM_025196	854	0.15	1	0.15	1	0	0	NA	NA
GRWD1_NM_031485	1541	0.07	1	0	0	0	0	NA	NA
GSAP_NM_017439	2765	0.08	2	0	0	0	0	NA	NA
GSDMD_NM_001166237	1655	0.07	1	0	0	0	0	NA	NA
GSKIP_NM_001271904	620	0.24	1	0	0	0	0	NA	NA
GSN_NM_000177	2549	0.04	1	0.04	1	0	0	NA	NA
GSPT1_NM_002094	2114	0.05	1	0	0	0	0	NA	NA
GSR_NM_000637	1769	0.06	1	0	0	0	0	NA	NA
GSS_NM_000178	1625	0.07	1	0	0	0	0	NA	NA
GSTA1_NM_145740	869	1.79	13	0.6	4	0.15	1	NA	NA
GSTA2_NM_000846	869	0.6	6	0.15	1	0	0	NA	NA
GSTK1_NM_001143679	1049	0.47	4	0.12	1	0.12	1	NA	NA
GSTO1_NM_004832	926	0.69	5	0.14	1	0.14	1	NA	NA
GTF2E2_NM_002095	1076	0.11	1	0	0	0	0	NA	NA
GTF2IRD2_NM_173537	3050	0.04	1	0	0	0	0	NA	NA
GTF2I_NM_032999	3197	0.03	1	0	0	0.03	1	NA	NA
GTPBP4_NM_012341	2105	0.05	1	0	0	0.05	1	NA	NA
GUSB_NM_000181	2156	0.15	3	0	0	0.05	1	NA	NA
GYG1_NM_004130	1253	0.09	1	0	0	0	0	NA	NA
GYS2_NM_021957	2312	0.24	5	0	0	0.09	2	NA	NA
H1F0_NM_005318	785	0.17	1	0	0	0	0	NA	NA
H2AFY_NM_138610	1319	0.09	1	0	0	0	0	NA	NA
H3F3A_NM_002107	611	0.49	2	0	0	0	0	NA	NA
H3F3B_NM_005324	611	0.73	3	0	0	0	0	NA	NA
H3F3C_NM_001013699	608	0.25	1	0	0	0	0	NA	NA
H6PD_NM_001282587	2609	0.25	6	0	0	0.04	1	NA	NA
HAAO_NM_012205	1061	0.12	1	0.12	1	0	0	NA	NA
HABP2_NM_004132	1883	1.78	36	0.3	5	0.18	3	NA	NA
HACD2_NM_198402	965	0.26	3	0	0	0	0	NA	NA
HACD3_NM_016395	1289	0.64	7	0	0	0.09	1	NA	NA
HACL1_NM_012260	1937	0.06	1	0	0	0	0	NA	NA
HADHA_NM_000182	2492	0.39	9	0.09	2	0.13	3	NA	NA
HADHB_NM_000183	1625	0.42	6	0.07	1	0.21	3	NA	NA
HADH_NM_001184705	1196	0.2	2	0.1	2	0	0	NA	NA
HAMP_NM_021175	455	6.67	24	0	0	1.96	5	NA	NA
HAO1_NM_017545	1313	0.81	9	0	0	0.09	1	NA	NA
HAO2_NM_001005783	1295	0.09	1	0	0	0	0	NA	NA
HBA2_NM_000517	629	0.23	1	0	0	0	0	NA	NA
HBB_NM_000518	644	0.45	2	0.45	2	0	0	NA	NA
HBS1L_NM_006620	2255	0.05	1	0	0	0	0	NA	NA
HBZ_NM_005332	629	0.23	1	0	0	0	0	NA	NA
HDAC1_NM_004964	1649	0.14	2	0	0	0	0	NA	NA
HDAC2_NM_001527	1667	0.07	1	0	0	0	0	NA	NA
HDAC3_NM_003883	1487	0.08	1	0	0	0	0	NA	NA
HDAC6_NM_006044	3848	0.05	2	0	0	0	0	NA	NA
HDLBP_NM_005336	4007	0.37	15	0.03	1	0.08	4	NA	NA
HEBP1_NM_015987	770	0.35	2	0.18	1	0	0	NA	NA
HEBP2_NM_014320	818	0.16	1	0	0	0	0	NA	NA
HECTD1_NM_015382	8033	0.01	1	0	0	0.01	1	NA	NA
HECW2_NM_020760	4919	0.02	1	0	0	0	0	NA	NA
HEG1_NM_020733	4346	0.02	1	0	0	0	0	NA	NA
HELZ2_NM_001037335	8150	0.03	2	0	0	0	0	NA	NA
HERC4_NM_022079	3374	0.03	1	0	0	0	0	NA	NA
HERPUD2_NM_022373	1421	0.08	1	0	0	0	0	NA	NA
HEXA_NM_000520	1790	0.13	2	0	0	0	0	NA	NA
HEXB_NM_000521	1871	0.12	2	0.06	1	0.06	1	NA	NA
HEY2_NM_012259	1214	0.1	1	0	0	0	0	NA	NA
HFE2_NM_213653	1481	0.08	1	0	0	0	0	NA	NA
HFE_NM_000410	1247	0.19	2	0	0	0	0	NA	NA
HGD_NM_000187	1538	0.45	6	0	0	0.07	1	NA	NA
HGFAC_NM_001297439	2189	0.05	1	0	0	0.05	1	NA	NA
HGF_NM_000601	2387	0.23	5	0	0	0.09	2	NA	NA
HGS_NM_004712	2534	0.04	1	0	0	0	0	NA	NA
HHEX_NM_002729	1013	0.12	1	0	0	0	0	NA	NA
HIAT1_NM_033055	1673	0.07	1	0	0	0	0	NA	NA
HIBADH_NM_152740	1211	0.3	3	0.1	1	0.1	1	NA	NA
HIBCH_NM_014362	1361	0.34	4	0	0	0.17	2	NA	NA
HIF1A_NM_001243084	2753	0.08	2	0	0	0.04	1	NA	NA
HIGD1A_NM_001099668	524	0.31	1	0.31	1	0	0	NA	NA
HINT1_NM_005340	581	1.31	6	0.26	1	0.26	1	NA	NA
HINT2_NM_032593	692	0.2	1	0	0	0	0	NA	NA
HIP1R_NM_003959	3407	0.03	1	0	0	0	0	NA	NA
HIP1_NM_005338	3314	0.03	1	0	0	0	0	NA	NA
HIST1H1C_NM_005319	842	0.93	6	0	0	0.31	2	NA	NA
HIST1H1E_NM_005321	860	0.61	4	0	0	0	0	NA	NA
HIST1H2AC_NM_003512	593	0.25	1	0	0	0.25	1	NA	NA
HIST1H2AE_NM_021052	593	0.51	3	0	0	0	0	NA	NA
HIST1H2AJ_NM_021066	587	0.26	1	0	0	0	0	NA	NA
HIST1H2BC_NM_003526	581	0.26	1	0	0	0	0	NA	NA
HIST1H2BE_NM_003523	581	0.26	1	0	0	0	0	NA	NA
HIST1H2BF_NM_003522	581	0.26	1	0	0	0	0	NA	NA
HIST1H2BH_NM_003524	581	0.26	1	0	0	0	0	NA	NA
HIST1H2BI_NM_003525	581	0.26	1	0	0	0	0	NA	NA
HIST1H3B_NM_003537	611	0.49	2	0	0	0	0	NA	NA
HIST1H3C_NM_003531	611	0.24	1	0	0	0.24	1	NA	NA
HIST1H3H_NM_003536	611	0.49	2	0	0	0	0	NA	NA
HIST1H4C_NM_003542	512	0.64	2	0	0	0	0	NA	NA
HIST1H4E_NM_003545	512	0.32	1	0	0	0	0	NA	NA
HIST1H4J_NM_021968	512	0.32	1	0	0	0	0	NA	NA
HIST2H2AA3_NM_003516	593	0.25	1	0.25	1	0	0	NA	NA
HIST2H2AA4_NM_001040874	593	0.76	4	0	0	0	0	NA	NA
HIST2H2AB_NM_175065	593	0.25	1	0	0	0	0	NA	NA
HIST2H2AC_NM_003517	590	0.51	3	0	0	0.26	1	NA	NA
HIST2H2BE_NM_003528	581	0.52	2	0	0	0	0	NA	NA
HIST2H2BF_NM_001161334	605	0.25	1	0	0	0	0	NA	NA
HIST2H4A_NM_003548	512	0.32	1	0	0	0	0	NA	NA
HKDC1_NM_025130	2954	0.04	1	0	0	0	0	NA	NA
HLA-DPB1_NM_002121	977	0.39	3	0	0	0.13	1	NA	NA
HLA-DQB1_NM_001243961	1010	0.12	1	0	0	0	0	NA	NA
HLA-DRB1_NM_002124	1001	0.37	3	0	0	0	0	NA	NA
HLA-DRB5_NM_002125	1001	0.12	1	0	0	0	0	NA	NA
HLA-F_NM_001098479	1529	0.15	3	0	0	0	0	NA	NA
HM13_NM_178581	1481	0.23	3	0	0	0	0	NA	NA
HMCES_NM_001006109	1265	0.09	1	0	0	0	0	NA	NA
HMGB1_NM_002128	848	0.46	3	0.15	1	0	0	NA	NA
HMGB3_NM_001301231	863	0.15	1	0	0	0	0	NA	NA
HMGCL_NM_000191	1178	0.2	2	0	0	0.2	2	NA	NA
HMGCR_NM_000859	2867	0.15	4	0	0	0	0	NA	NA
HMGCS1_NM_001098272	1763	0.58	11	0	0	0.13	2	NA	NA
HMGCS2_NM_005518	1727	1.57	35	0.46	8	0.65	10	NA	NA
HNF4A_NM_000457	1625	0.28	4	0	0	0	0	NA	NA
HNMT_NM_006895	1079	0.23	2	0	0	0.11	1	NA	NA
HNRNPA1_NM_031157	1319	0.27	3	0	0	0	0	NA	NA
HNRNPA2B1_NM_031243	1262	0.28	4	0.19	2	0.09	1	NA	NA
HNRNPA3_NM_194247	1337	0.09	1	0	0	0.09	1	NA	NA
HNRNPAB_NM_031266	1199	0.4	4	0	0	0	0	NA	NA
HNRNPC_NM_031314	1121	0.65	7	0.22	2	0	0	NA	NA
HNRNPDL_NM_031372	1463	0.24	3	0	0	0	0	NA	NA
HNRNPD_NM_031370	1268	0.09	2	0	0	0.09	1	NA	NA
HNRNPF_NM_001098208	1448	0.32	5	0	0	0	0	NA	NA
HNRNPH1_NM_001257293	1550	0.3	4	0	0	0	0	NA	NA
HNRNPK_NM_002140	1595	0.22	3	0	0	0.07	1	NA	NA
HNRNPLL_NM_138394	1829	0.06	1	0	0	0	0	NA	NA
HNRNPL_NM_001533	1970	0.17	3	0	0	0	0	NA	NA
HNRNPM_NM_005968	2393	0.05	1	0	0	0	0	NA	NA
HNRNPR_NM_001102398	2111	0.05	1	0	0	0	0	NA	NA
HNRNPUL2_NM_001079559	2444	0.04	1	0.04	1	0	0	NA	NA
HNRNPU_NM_031844	2678	0.12	3	0	0	0.04	1	NA	NA
HOGA1_NM_138413	1184	0.1	1	0	0	0	0	NA	NA
HPCAL1_NM_001258359	782	0.17	1	0	0	0	0	NA	NA
HPD_NM_002150	1382	1.61	23	0	0	0.42	5	NA	NA
HPGD_NM_000860	1001	0.87	7	0.12	1	0.12	1	NA	NA
HPR_NM_020995	1247	10.89	711	3.44	126	6.21	128	NA	NA
HPX_NM_000613	1589	8.35	240	2.02	33	2.52	42	NA	NA
HP_NM_005143	1421	25.39	4646	14.17	476	13.76	425	NA	NA
HRG_NM_000412	1778	3.3	84	0.82	15	0.57	9	NA	NA
HRSP12_NM_005836	614	2.9	13	0.48	2	0.24	1	NA	NA
HS2ST1_NM_012262	1271	0.09	1	0	0	0	0	NA	NA
HS3ST3B1_NM_006041	1373	0.09	1	0.09	1	0	0	NA	NA
HSD11B1_NM_001206741	1079	2.5	37	0	0	0.34	3	NA	NA
HSD17B10_NM_004493	986	0.25	2	0	0	0	0	NA	NA
HSD17B11_NM_016245	1103	0.55	5	0	0	0.44	4	NA	NA
HSD17B12_NM_016142	1139	0.53	5	0.11	1	0	0	NA	NA
HSD17B13_NM_178135	1103	0.44	5	0	0	0.22	2	NA	NA
HSD17B2_NM_002153	1364	0.26	3	0	0	0	0	NA	NA
HSD17B4_NM_001199291	2486	0.35	8	0.17	4	0.09	2	NA	NA
HSD17B6_NM_003725	1154	3.77	44	0.1	1	0.84	8	NA	NA
HSDL2_NM_032303	1457	0.24	3	0	0	0.08	1	NA	NA
HSP90AA1_NM_001017963	2765	0.94	26	0	0	0.04	1	NA	NA
HSP90AB1_NM_001271969	2375	0.69	20	0.05	1	0.18	4	NA	NA
HSP90B1_NM_003299	2612	2.74	91	0.33	8	0.62	15	NA	NA
HSPA13_NM_006948	1616	0.07	1	0	0	0.07	1	NA	NA
HSPA1B_NM_005346	2126	0.31	6	0.05	1	0	0	NA	NA
HSPA4L_NM_014278	2720	0.08	2	0	0	0	0	NA	NA
HSPA5_NM_005347	2165	2.29	54	0.31	7	0.36	7	NA	NA
HSPA8_NM_006597	2141	1.34	33	0.41	8	0.1	2	NA	NA
HSPA9_NM_004134	2240	0.54	11	0.05	1	0.1	2	NA	NA
HSPB1_NM_001540	818	0.49	3	0	0	0.32	2	NA	NA
HSPD1_NM_002156	1922	1.22	22	0.23	4	0.29	6	NA	NA
HSPE1-MOB4_NM_001202485	986	0.13	1	0	0	0.13	1	NA	NA
HSPE1_NM_002157	509	1.62	6	0	0	0	0	NA	NA
HSPG2_NM_001291860	13379	0.06	9	0.01	1	0.01	1	NA	NA
HSPH1_NM_001286504	2783	0.08	2	0	0	0	0	NA	NA
HTATIP2_NM_001098520	1031	0.12	1	0	0	0	0	NA	NA
HTRA1_NM_002775	1643	1.11	16	0.07	1	0.07	1	NA	NA
